return_id,investment_id,return_date,previous_nav,current_nav,return_percentage,return_amount,ytd_return
RET-774231,INV-249683,2025-04-15,1448.81,1458.32,0.66,31719.16,0.66
RET-632801,INV-249683,2025-05-15,1458.3204145330299,1469.11,0.74,35969.84,1.4
RET-487216,INV-249683,2025-06-14,1469.1053212034728,1479.22,0.69,33743.55,2.1
RET-197491,INV-100288,2025-03-08,1134.68,1146.18,1.01,57224.05,1.01
RET-363079,INV-100288,2025-04-07,1146.183440010318,1157.45,0.98,56052.99,2.01
RET-116828,INV-100288,2025-05-07,1157.4514694706338,1172.93,1.34,77017.4,3.37
RET-276216,INV-100288,2025-06-06,1172.9338599403686,1178.22,0.45,26276.62,3.84
RET-769050,INV-100288,2025-07-06,1178.2161064091692,1185.61,0.63,36794.03,4.49
RET-571339,INV-171522,2024-10-10,1195.44,1212.82,1.45,34144.11,1.45
RET-651944,INV-171522,2024-11-09,1212.8163289619981,1220.14,0.6,14397.53,2.07
RET-846657,INV-171522,2024-12-09,1220.1433954761783,1230.47,0.85,20281.84,2.93
RET-994665,INV-171522,2025-01-08,1230.4650555755509,1247.3,1.37,33088.83,4.34
RET-228036,INV-171522,2025-02-07,1247.3043406172546,1264.3,1.36,33388.28,5.76
RET-214547,INV-862773,2025-04-27,1253.27,1258.59,0.42,19781.72,0.42
RET-501073,INV-862773,2025-05-27,1258.585620002958,1265.5,0.55,25715.74,0.98
RET-070886,INV-862773,2025-06-26,1265.4957932391687,1272.09,0.52,24541.27,1.5
RET-812108,INV-854840,2024-06-10,1171.96,1178.08,0.52,20992.88,0.52
RET-835647,INV-854840,2024-07-10,1178.075772655772,1184.31,0.53,21414.26,1.05
RET-879548,INV-854840,2024-08-09,1184.3143068197746,1192.37,0.68,27656.97,1.74
RET-609943,INV-854840,2024-09-08,1192.3715039908116,1201.57,0.77,31577.22,2.53
RET-110185,INV-854840,2024-10-08,1201.5707738139988,1210.92,0.78,32075.87,3.32
RET-171875,INV-153888,2024-10-26,1296.46,1302.96,0.5,10397.74,0.5
RET-470687,INV-153888,2024-11-25,1302.9565241402465,1312.59,0.74,15419.28,1.24
RET-147168,INV-153888,2024-12-25,1312.5905163457035,1316.83,0.32,6782.44,1.57
RET-526192,INV-153888,2025-01-24,1316.828196448185,1326.95,0.77,16202.2,2.35
RET-236137,INV-153888,2025-02-23,1326.9513571257316,1335.47,0.64,13628.03,3.01
RET-022948,INV-980703,2025-03-21,1042.82,1076.62,3.24,145802.11,3.24
RET-041662,INV-980703,2025-04-20,1076.6202220665434,1100.81,2.25,104349.19,5.56
RET-273079,INV-980703,2025-05-20,1100.810722013414,1141.4,3.69,175083.7,9.45
RET-512337,INV-980703,2025-06-19,1141.3990793012904,1185.45,3.86,190032.13,13.68
RET-225614,INV-756759,2024-02-05,1215.88,1231.36,1.27,7934.12,1.27
RET-167514,INV-756759,2024-03-06,1231.3573231046987,1244.78,1.09,6880.94,2.38
RET-225684,INV-756759,2024-04-05,1244.7801648514787,1248.22,0.28,1761.36,2.66
RET-289952,INV-756759,2024-05-05,1248.2161071160865,1247.96,-0.02,-133.22,2.64
RET-979296,INV-756759,2024-06-04,1247.9562237151029,1271.03,1.85,11827.25,4.54
RET-017352,INV-643746,2023-06-08,1166.45,1173.02,0.56,21307.71,0.56
RET-677941,INV-643746,2023-07-08,1173.0245253156954,1177.14,0.35,13348.03,0.92
RET-277186,INV-643746,2023-08-07,1177.1430798119463,1181.92,0.41,15488.83,1.33
RET-556851,INV-643746,2023-09-06,1181.9221815946826,1187.29,0.45,17381.41,1.79
RET-199704,INV-643746,2023-10-06,1187.2852405627937,1196.09,0.74,28547.91,2.54
RET-471611,INV-320007,2025-05-06,1227.41,1233.02,0.46,36411.15,0.46
RET-237343,INV-320007,2025-06-05,1233.016179496153,1251.6,1.51,120670.99,1.97
RET-042666,INV-320007,2025-07-05,1251.5957402866018,1266.16,1.16,94571.38,3.16
RET-283552,INV-198135,2025-04-08,1068.92,1080.24,1.06,4965.44,1.06
RET-044960,INV-198135,2025-05-08,1080.2423234465466,1100.57,1.88,8913.02,2.96
RET-168745,INV-198135,2025-06-07,1100.5660365719402,1105.75,0.47,2274.57,3.45
RET-899870,INV-198135,2025-07-07,1105.7525698193808,1117.39,1.05,5101.79,4.53
RET-203480,INV-884728,2025-02-14,1088.42,1090.89,0.23,10230.76,0.23
RET-904960,INV-884728,2025-03-16,1090.8891090043653,1098.35,0.68,30894.82,0.91
RET-135890,INV-884728,2025-04-15,1098.3453150770933,1097.48,-0.08,-3606.15,0.83
RET-852569,INV-884728,2025-05-15,1097.4750004774291,1109.44,1.09,49575.94,1.93
RET-484572,INV-884728,2025-06-14,1109.4397377891657,1122.37,1.17,53586.7,3.12
RET-020969,INV-700052,2024-11-10,1141.67,1151.1,0.83,7385.75,0.83
RET-602000,INV-700052,2024-12-10,1151.10320225774,1166.26,1.32,11869.49,2.15
RET-084619,INV-700052,2025-01-09,1166.2631166167264,1181.68,1.32,12069.82,3.5
RET-034015,INV-700052,2025-02-08,1181.6788931229025,1201.74,1.7,15703.45,5.26
RET-692926,INV-700052,2025-03-10,1201.7356057125915,1222.6,1.74,16332.73,7.09
RET-831364,INV-894883,2024-03-10,1267.2,1275.78,0.68,36981.71,0.68
RET-209679,INV-894883,2024-04-09,1275.7753801359336,1281.2,0.42,23380.28,1.1
RET-130758,INV-894883,2024-05-09,1281.196839064211,1285.75,0.36,19637.8,1.46
RET-000228,INV-894883,2024-06-08,1285.750485507054,1297.97,0.95,52712.63,2.43
RET-223025,INV-894883,2024-07-08,1297.9735787249926,1309.64,0.9,50329.39,3.35
RET-876974,INV-690616,2024-12-18,1340.52,1355.85,1.14,35812.65,1.14
RET-101415,INV-690616,2025-01-17,1355.8474540626007,1359.6,0.28,8768.81,1.42
RET-255946,INV-690616,2025-02-16,1359.600417244173,1373.01,0.99,31339.45,2.42
RET-651385,INV-690616,2025-03-18,1373.0133855541053,1387.81,1.08,34575.25,3.53
RET-617438,INV-690616,2025-04-17,1387.8112430492288,1390.08,0.16,5298.38,3.7
RET-520064,INV-725240,2025-06-02,1330.33,1348.55,1.37,131078.16,1.37
RET-819443,INV-725240,2025-07-02,1348.5548692105037,1367.8,1.43,138439.88,2.82
RET-361712,INV-853716,2024-12-16,1128.54,1133.17,0.41,10910.89,0.41
RET-027769,INV-853716,2025-01-15,1133.1678616349834,1138.24,0.45,11963.78,0.86
RET-954988,INV-853716,2025-02-14,1138.2423094825324,1148.46,0.9,24096.71,1.77
RET-327925,INV-853716,2025-03-16,1148.4629483875258,1155.82,0.64,17337.31,2.42
RET-290895,INV-853716,2025-04-15,1155.8165831246117,1165.06,0.8,21794.07,3.24
RET-692284,INV-436405,2025-05-19,1150.03,1154.47,0.39,11874.86,0.39
RET-131231,INV-436405,2025-06-18,1154.4686746108703,1161.63,0.62,19149.72,1.01
RET-766548,INV-615478,2024-09-17,1065.87,1070.71,0.45,5120.45,0.45
RET-536986,INV-615478,2024-10-17,1070.7147551520782,1079.19,0.79,8952.38,1.25
RET-782134,INV-615478,2024-11-16,1079.1851206903807,1086.79,0.7,8039.14,1.96
RET-574092,INV-615478,2024-12-16,1086.7914169757548,1091.52,0.44,4998.51,2.41
RET-973784,INV-615478,2025-01-15,1091.520800930184,1097.25,0.52,6055.27,2.94
RET-031363,INV-531193,2025-06-11,1380.42,1393.55,0.95,62404.62,0.95
RET-191744,INV-160363,2025-02-11,1147.5,1178.03,2.66,212352.14,2.66
RET-198797,INV-160363,2025-03-13,1178.0264836368985,1196.65,1.58,129552.62,4.28
RET-983197,INV-160363,2025-04-12,1196.6501997702437,1211.02,1.2,99964.01,5.54
RET-732197,INV-160363,2025-05-12,1211.0204332979467,1231.11,1.66,139779.27,7.29
RET-113746,INV-160363,2025-06-11,1231.1142727460435,1258.76,2.25,192317.62,9.7
RET-523968,INV-146781,2025-05-10,1296.03,1315.08,1.47,14109.47,1.47
RET-347639,INV-146781,2025-06-09,1315.0755760799493,1322.06,0.53,5177.06,2.01
RET-507430,INV-146781,2025-07-09,1322.0637928779176,1327.71,0.43,4183.57,2.44
RET-817975,INV-951968,2023-12-22,1360.6,1370.91,0.76,31149.18,0.76
RET-617149,INV-951968,2024-01-21,1370.9106108887179,1387.08,1.18,48834.28,1.95
RET-732595,INV-951968,2024-02-20,1387.0751194740005,1391.48,0.32,13301.81,2.27
RET-660144,INV-951968,2024-03-21,1391.4781178747576,1413.61,1.59,66866.66,3.9
RET-754614,INV-951968,2024-04-20,1413.6114785984182,1418.91,0.38,16018.02,4.29
RET-529513,INV-106906,2023-08-04,1060.73,1099.38,3.64,181213.28,3.64
RET-242792,INV-106906,2023-09-03,1099.3786311909066,1109.7,0.94,48386.01,4.62
RET-141320,INV-106906,2023-10-03,1109.6982552054585,1104.1,-0.5,-26257.04,4.09
RET-664117,INV-106906,2023-11-02,1104.098231533445,1131.36,2.47,127819.3,6.66
RET-630806,INV-106906,2023-12-02,1131.3591532140094,1169.1,3.34,176938.64,10.22
RET-637970,INV-555238,2023-05-30,1495.87,1520.34,1.64,97414.03,1.64
RET-640746,INV-555238,2023-06-29,1520.3387788983441,1534.97,0.96,58241.75,2.61
RET-595384,INV-555238,2023-07-29,1534.968133837977,1551.01,1.04,63845.79,3.69
RET-990198,INV-555238,2023-08-28,1551.005131092949,1558.19,0.46,28597.51,4.17
RET-208762,INV-555238,2023-09-27,1558.188347938768,1569.83,0.75,46351.87,4.94
RET-733498,INV-824637,2024-09-29,1199.52,1221.43,1.83,30421.97,1.83
RET-130599,INV-824637,2024-10-29,1221.4303322197893,1237.58,1.32,22427.97,3.17
RET-440277,INV-824637,2024-11-28,1237.5832719333646,1249.03,0.93,15899.53,4.13
RET-021249,INV-824637,2024-12-28,1249.034337797216,1267.77,1.5,26018.75,5.69
RET-281514,INV-824637,2025-01-27,1267.7734041099461,1268.06,0.02,397.36,5.71
RET-006132,INV-659323,2024-03-25,1131.89,1134.11,0.2,6825.55,0.2
RET-145695,INV-659323,2024-04-24,1134.111052765134,1136.57,0.22,7557.75,0.41
RET-231311,INV-659323,2024-05-24,1136.5703653286073,1142.93,0.56,19531.78,0.98
RET-597336,INV-659323,2024-06-23,1142.926062871855,1149.16,0.55,19167.98,1.53
RET-822426,INV-659323,2024-07-23,1149.1633783048117,1156.74,0.66,23281.46,2.2
RET-217706,INV-517833,2025-06-03,1013.01,1019.98,0.69,6506.86,0.69
RET-296733,INV-517833,2025-07-03,1019.9845528819964,1032.5,1.23,11678.72,1.92
RET-042250,INV-332253,2024-11-02,1351.13,1357.1,0.44,6382.48,0.44
RET-589637,INV-332253,2024-12-02,1357.0968474124802,1361.83,0.35,5066.01,0.79
RET-607862,INV-332253,2025-01-01,1361.832952733216,1362.74,0.07,966.91,0.86
RET-891947,INV-332253,2025-01-31,1362.736900839397,1370.52,0.57,8330.46,1.44
RET-906385,INV-332253,2025-03-02,1370.5248683050083,1379.15,0.63,9226.35,2.07
RET-886522,INV-020975,2025-03-30,1181.58,1218.76,3.15,110058.81,3.15
RET-737822,INV-020975,2025-04-29,1218.7634603328097,1232.2,1.1,39777.91,4.28
RET-084042,INV-020975,2025-05-29,1232.2024589826335,1270.35,3.1,112910.48,7.51
RET-426698,INV-020975,2025-06-28,1270.3493551396125,1282.12,0.93,34839.56,8.51
RET-273408,INV-868874,2024-11-14,1419.68,1450.87,2.2,7674.85,2.2
RET-127735,INV-868874,2024-12-14,1450.871269573117,1460.95,0.7,2481.17,2.91
RET-435218,INV-868874,2025-01-13,1460.954958687696,1491.37,2.08,7484.87,5.05
RET-786254,INV-868874,2025-02-12,1491.3741117830946,1515.36,1.61,5901.58,6.74
RET-957599,INV-868874,2025-03-14,1515.358649284361,1525.28,0.65,2440.37,7.44
RET-167450,INV-528002,2025-05-06,1203.41,1215.62,1.01,40311.38,1.01
RET-499916,INV-528002,2025-06-05,1215.6178702651912,1220.23,0.38,15226.6,1.4
RET-790482,INV-528002,2025-07-05,1220.2290831435084,1222.9,0.22,8816.3,1.62
RET-588120,INV-633109,2024-08-22,1472.76,1487.2,0.98,24906.74,0.98
RET-740907,INV-633109,2024-09-21,1487.2025857283138,1497.04,0.66,16973.2,1.65
RET-256089,INV-633109,2024-10-21,1497.0447763195752,1502.98,0.4,10231.79,2.05
RET-657676,INV-633109,2024-11-20,1502.9778488270658,1535.48,2.16,56058.5,4.26
RET-208588,INV-633109,2024-12-20,1535.4843028417145,1555.52,1.31,34558.57,5.62
RET-504939,INV-774245,2023-10-09,1368.76,1375.9,0.52,52507.19,0.52
RET-413374,INV-774245,2023-11-08,1375.8971627363453,1384.12,0.6,60465.99,1.12
RET-778299,INV-774245,2023-12-08,1384.1161439109962,1387.22,0.22,22842.31,1.35
RET-177066,INV-774245,2024-01-07,1387.221038739428,1390.92,0.27,27177.73,1.62
RET-722315,INV-774245,2024-02-06,1390.9152347895397,1410.26,1.39,142292.47,3.03
RET-440440,INV-993953,2025-02-16,1074.24,1087.5,1.23,60116.89,1.23
RET-955925,INV-993953,2025-03-18,1087.5043717693204,1098.97,1.05,51945.08,2.3
RET-118542,INV-993953,2025-04-17,1098.965691152735,1105.72,0.61,30621.19,2.93
RET-419986,INV-993953,2025-05-17,1105.7220432205017,1107.08,0.12,6137.6,3.06
RET-492674,INV-993953,2025-06-16,1107.076262211199,1122.95,1.43,71932.87,4.53
RET-037485,INV-804690,2025-03-25,1019.14,1032.07,1.27,64826.99,1.27
RET-011278,INV-804690,2025-04-24,1032.0685219737734,1037.08,0.49,25130.69,1.76
RET-197251,INV-804690,2025-05-24,1037.0803636065805,1044.71,0.74,38249.96,2.51
RET-693174,INV-804690,2025-06-23,1044.7085961839452,1046.18,0.14,7358.67,2.65
RET-695014,INV-059505,2024-11-24,1160.96,1164.48,0.3,4598.12,0.3
RET-295041,INV-059505,2024-12-24,1164.4765008364773,1191.0,2.28,34675.75,2.59
RET-242423,INV-059505,2025-01-23,1190.995466688916,1186.58,-0.37,-5778.11,2.21
RET-034082,INV-059505,2025-02-22,1186.576538775491,1187.3,0.06,942.32,2.27
RET-623893,INV-059505,2025-03-24,1187.2971976966282,1205.84,1.56,24240.68,3.87
RET-251800,INV-513124,2025-01-30,1243.46,1246.21,0.22,4671.88,0.22
RET-602769,INV-513124,2025-03-01,1246.2098153424733,1254.61,0.67,14274.13,0.9
RET-136543,INV-513124,2025-03-31,1254.6113999126915,1259.86,0.42,8916.83,1.32
RET-895234,INV-513124,2025-04-30,1259.859740652184,1266.6,0.54,11459.29,1.86
RET-546670,INV-513124,2025-05-30,1266.604542906009,1270.96,0.34,7397.72,2.21
RET-818444,INV-201455,2024-10-04,1488.96,1529.51,2.72,102945.34,2.72
RET-026914,INV-201455,2024-11-03,1529.5117685121825,1547.94,1.2,46783.1,3.96
RET-986819,INV-201455,2024-12-03,1547.9403582005389,1553.2,0.34,13354.81,4.31
RET-369315,INV-201455,2025-01-02,1553.2010236341498,1567.44,0.92,36148.61,5.27
RET-233281,INV-201455,2025-02-01,1567.4405236122645,1560.08,-0.47,-18688.88,4.78
RET-740655,INV-603832,2023-11-17,1273.42,1281.54,0.64,73142.3,0.64
RET-124211,INV-603832,2023-12-17,1281.543390236379,1297.24,1.22,141339.05,1.87
RET-467946,INV-603832,2024-01-16,1297.2409034196935,1314.33,1.32,153910.52,3.21
RET-409010,INV-603832,2024-02-15,1314.3346401103563,1320.6,0.48,56409.32,3.7
RET-245961,INV-603832,2024-03-16,1320.5996178953972,1329.06,0.64,76198.0,4.37
RET-558126,INV-828487,2025-05-31,1297.6,1300.95,0.26,7590.22,0.26
RET-233791,INV-828487,2025-06-30,1300.946172854493,1310.29,0.72,21198.69,0.98
RET-781876,INV-539519,2025-03-14,1478.56,1480.31,0.12,3453.04,0.12
RET-549940,INV-539519,2025-04-13,1480.3095093847362,1489.93,0.65,18995.41,0.77
RET-082077,INV-539519,2025-05-13,1489.9336894905493,1498.92,0.6,17738.65,1.38
RET-575438,INV-539519,2025-06-12,1498.9211202741378,1501.52,0.17,5122.24,1.55
RET-190583,INV-628892,2025-06-05,1022.63,1025.91,0.32,9260.35,0.32
RET-753827,INV-628892,2025-07-05,1025.9139894941795,1032.55,0.65,18698.93,0.97
RET-341132,INV-561639,2024-03-12,1324.48,1330.12,0.43,1293.51,0.43
RET-072603,INV-561639,2024-04-11,1330.1199647240544,1408.51,5.89,17977.7,6.34
RET-989079,INV-561639,2024-05-11,1408.5064434449307,1458.02,3.52,11356.57,10.08
RET-311609,INV-561639,2024-06-10,1458.0234304566811,1466.17,0.56,1868.9,10.7
RET-616210,INV-561639,2024-07-10,1466.172229051036,1502.61,2.49,8357.83,13.45
RET-686749,INV-854531,2025-03-15,1042.77,1051.54,0.84,10933.86,0.84
RET-249305,INV-854531,2025-04-14,1051.5361986932205,1049.04,-0.24,-3114.16,0.6
RET-483007,INV-854531,2025-05-14,1049.0394266356752,1058.59,0.91,11915.53,1.52
RET-264816,INV-854531,2025-06-13,1058.592678278048,1074.62,1.51,19985.96,3.05
RET-021483,INV-136741,2024-06-20,1366.1,1377.64,0.85,51267.48,0.85
RET-395486,INV-136741,2024-07-20,1377.6448803819865,1377.52,-0.01,-567.39,0.84
RET-679213,INV-136741,2024-08-19,1377.51711018239,1385.46,0.58,35292.96,1.42
RET-756163,INV-136741,2024-09-18,1385.464701748665,1416.07,2.21,135893.24,3.66
RET-355081,INV-136741,2024-10-18,1416.0663856653716,1415.86,-0.01,-895.77,3.64
RET-562090,INV-830225,2025-02-23,1073.26,1087.99,1.37,62269.83,1.37
RET-348229,INV-830225,2025-03-25,1087.9857551142159,1103.16,1.4,64181.34,2.79
RET-298163,INV-830225,2025-04-24,1103.1635494459656,1101.89,-0.12,-5389.73,2.67
RET-343724,INV-830225,2025-05-24,1101.8889695060202,1112.58,0.97,45225.67,3.66
RET-802458,INV-830225,2025-06-23,1112.5840698979832,1109.47,-0.28,-13158.42,3.37
RET-594053,INV-998578,2025-02-01,1497.29,1512.59,1.02,24389.66,1.02
RET-057114,INV-998578,2025-03-03,1512.5866274458708,1528.84,1.07,25917.37,2.11
RET-122299,INV-998578,2025-04-02,1528.8413971486145,1537.19,0.55,13307.2,2.66
RET-604206,INV-998578,2025-05-02,1537.18735935287,1551.57,0.94,22937.36,3.63
RET-328602,INV-998578,2025-06-01,1551.5731374037339,1570.97,1.25,30929.44,4.92
RET-883502,INV-828457,2024-08-29,1399.06,1420.39,1.52,30634.65,1.52
RET-962612,INV-828457,2024-09-28,1420.3851744981405,1428.57,0.58,11751.26,2.11
RET-231570,INV-828457,2024-10-28,1428.565376481108,1447.24,1.31,26825.57,3.44
RET-711789,INV-828457,2024-11-27,1447.2390047298443,1455.8,0.59,12301.18,4.06
RET-625785,INV-828457,2024-12-27,1455.802013429625,1473.08,1.19,24820.53,5.29
RET-241169,INV-591257,2024-06-08,1383.48,1403.76,1.47,176422.82,1.47
RET-344618,INV-591257,2024-07-08,1403.7589642527794,1430.31,1.89,230959.16,3.38
RET-483447,INV-591257,2024-08-07,1430.3066221555614,1433.4,0.22,26873.11,3.61
RET-276072,INV-591257,2024-09-06,1433.3955585651627,1450.99,1.23,153037.99,4.88
RET-898012,INV-591257,2024-10-06,1450.986547930234,1465.29,0.99,124412.31,5.91
RET-579883,INV-965694,2024-06-06,1402.18,1394.97,-0.51,-43939.17,-0.51
RET-245033,INV-965694,2024-07-06,1394.9743312094624,1391.0,-0.28,-24231.44,-0.8
RET-293026,INV-965694,2024-08-05,1391.0005708843705,1406.02,1.08,91558.26,0.27
RET-323206,INV-965694,2024-09-04,1406.01538686964,1401.81,-0.3,-25635.6,-0.03
RET-609509,INV-965694,2024-10-04,1401.8113549656816,1437.85,2.57,219735.18,2.54
RET-797454,INV-839299,2025-04-04,1211.71,1229.94,1.5,49753.28,1.5
RET-635215,INV-839299,2025-05-04,1229.9352938864965,1230.8,0.07,2366.02,1.58
RET-998024,INV-839299,2025-06-03,1230.8020002284359,1246.58,1.28,43062.94,2.88
RET-138048,INV-839299,2025-07-03,1246.5765316030283,1268.9,1.79,60931.08,4.72
RET-454264,INV-576312,2025-05-17,1316.65,1348.16,2.39,52760.74,2.39
RET-561809,INV-576312,2025-06-16,1348.1594917194552,1357.83,0.72,16191.82,3.13
RET-654312,INV-792641,2025-06-26,1317.79,1321.49,0.28,935.73,0.28
RET-665635,INV-877258,2022-12-07,1377.44,1382.07,0.34,36816.11,0.34
RET-531921,INV-877258,2023-01-06,1382.0705813309323,1401.6,1.41,155275.36,1.75
RET-790224,INV-877258,2023-02-05,1401.600489697715,1418.05,1.17,130823.6,2.95
RET-524355,INV-877258,2023-03-07,1418.054953975761,1439.08,1.48,167125.55,4.47
RET-075302,INV-877258,2023-04-06,1439.0753309901402,1458.23,1.33,152326.89,5.87
RET-647459,INV-665406,2025-07-05,1377.14,1383.67,0.47,25279.29,0.47
RET-373217,INV-622975,2024-10-29,1330.46,1334.74,0.32,9409.78,0.32
RET-483606,INV-622975,2024-11-28,1334.7396282601649,1348.4,1.02,30038.73,1.35
RET-487161,INV-622975,2024-12-28,1348.4014368129149,1362.51,1.05,31011.61,2.41
RET-249969,INV-622975,2025-01-27,1362.5057191309527,1365.39,0.21,6336.28,2.63
RET-460670,INV-622975,2025-02-26,1365.3875025674724,1369.76,0.32,9619.89,2.95
RET-336257,INV-415045,2024-08-17,1343.9,1359.12,1.13,12918.88,1.13
RET-861617,INV-415045,2024-09-16,1359.1199865760132,1372.4,0.98,11271.33,2.12
RET-831054,INV-415045,2024-10-16,1372.3989644652709,1384.19,0.86,10007.25,3.0
RET-605701,INV-415045,2024-11-15,1384.1887064769676,1400.86,1.2,14146.64,4.24
RET-269428,INV-415045,2024-12-15,1400.855143776535,1411.52,0.76,9054.1,5.03
RET-027143,INV-259046,2025-04-22,1250.68,1259.33,0.69,10321.39,0.69
RET-188035,INV-259046,2025-05-22,1259.333235678882,1260.96,0.13,1938.2,0.82
RET-736728,INV-259046,2025-06-21,1260.9581802034227,1268.34,0.59,8806.69,1.41
RET-605094,INV-183852,2024-07-02,1015.79,1048.0,3.17,29606.74,3.17
RET-281192,INV-183852,2024-08-01,1047.9955200459667,1062.32,1.37,13166.22,4.58
RET-502898,INV-183852,2024-08-31,1062.3174301071156,1077.85,1.46,14283.08,6.11
RET-960347,INV-183852,2024-09-30,1077.854233312905,1092.74,1.38,13688.77,7.58
RET-308751,INV-183852,2024-10-30,1092.744555644399,1096.04,0.3,3030.53,7.9
RET-130055,INV-342307,2024-08-28,1185.02,1188.9,0.33,11455.98,0.33
RET-994166,INV-342307,2024-09-27,1188.899985518749,1189.21,0.03,928.2,0.35
RET-500641,INV-342307,2024-10-27,1189.2143555210346,1201.47,1.03,36181.45,1.39
RET-534183,INV-342307,2024-11-26,1201.4685207986902,1216.96,1.29,45726.41,2.69
RET-047114,INV-342307,2024-12-26,1216.955431567047,1222.19,0.43,15455.51,3.14
RET-295383,INV-480144,2023-07-18,1249.95,1260.58,0.85,49514.48,0.85
RET-936418,INV-480144,2023-08-17,1260.5810303403182,1278.94,1.46,85515.99,2.32
RET-377757,INV-480144,2023-09-16,1278.941781717626,1288.93,0.78,46526.14,3.12
RET-352355,INV-480144,2023-10-16,1288.9311991949655,1304.05,1.17,70401.18,4.33
RET-677174,INV-480144,2023-11-15,1304.0467192533604,1310.11,0.46,28225.45,4.81
RET-164805,INV-376311,2023-04-20,1000.61,1039.22,3.86,129989.23,3.86
RET-377175,INV-376311,2023-05-20,1039.2248772470184,1063.87,2.37,82951.57,6.32
RET-377131,INV-376311,2023-06-19,1063.8666475055782,1067.36,0.33,11762.35,6.67
RET-500754,INV-376311,2023-07-19,1067.3607955561413,1079.52,1.14,40928.99,7.89
RET-688003,INV-376311,2023-08-18,1079.5192484644115,1106.08,2.46,89420.41,10.54
RET-328665,INV-308120,2025-03-15,1198.24,1216.35,1.51,111865.12,1.51
RET-422013,INV-308120,2025-04-14,1216.3504692807312,1231.47,1.24,93412.86,2.77
RET-662944,INV-308120,2025-05-14,1231.473599060903,1220.01,-0.93,-70787.14,1.82
RET-138947,INV-308120,2025-06-13,1220.0134727198529,1229.36,0.77,57746.97,2.6
RET-967702,INV-983871,2025-01-07,1076.26,1106.96,2.85,156599.79,2.85
RET-570583,INV-983871,2025-02-06,1106.9631823974828,1121.16,1.28,72411.82,4.17
RET-085796,INV-983871,2025-03-08,1121.1603494773397,1130.81,0.86,49222.06,5.07
RET-787068,INV-983871,2025-04-07,1130.8108976320284,1139.94,0.81,46579.24,5.92
RET-191607,INV-983871,2025-05-07,1139.943291805381,1163.27,2.05,118988.92,8.08
RET-589198,INV-815547,2024-11-06,1080.52,1086.05,0.51,5777.46,0.51
RET-627350,INV-815547,2024-12-06,1086.052601942392,1113.63,2.54,28797.04,3.06
RET-725075,INV-815547,2025-01-05,1113.6291575301857,1139.59,2.33,27106.83,5.47
RET-120961,INV-815547,2025-02-04,1139.5871322641005,1152.01,1.09,12971.23,6.62
RET-574299,INV-815547,2025-03-06,1152.0086146583012,1153.86,0.16,1936.07,6.79
RET-614120,INV-761900,2025-02-20,1299.82,1321.66,1.68,208763.49,1.68
RET-432583,INV-761900,2025-03-22,1321.657052313562,1326.51,0.37,46419.38,2.05
RET-744110,INV-761900,2025-04-21,1326.5126068529603,1321.32,-0.39,-49597.91,1.65
RET-380186,INV-761900,2025-05-21,1321.3245730928627,1341.16,1.5,189615.63,3.18
RET-292014,INV-761900,2025-06-20,1341.1587228254225,1360.65,1.45,186305.14,4.68
RET-896261,INV-642806,2024-04-17,1004.62,996.0,-0.86,-17299.0,-0.86
RET-003593,INV-642806,2024-05-17,995.9973245925596,1023.23,2.73,54625.62,1.85
RET-279752,INV-642806,2024-06-16,1023.2254293136674,1022.01,-0.12,-2433.68,1.73
RET-577021,INV-642806,2024-07-16,1022.0123615782384,1050.64,2.8,57442.17,4.58
RET-144545,INV-642806,2024-08-15,1050.6443729474709,1048.7,-0.19,-3903.02,4.39
RET-304614,INV-947935,2024-11-22,1439.99,1462.27,1.55,83110.95,1.55
RET-209710,INV-947935,2024-12-22,1462.2721890330536,1470.56,0.57,30896.35,2.12
RET-591410,INV-947935,2025-01-21,1470.555553919226,1506.33,2.43,133422.11,4.61
RET-332556,INV-947935,2025-02-20,1506.3262540072876,1520.76,0.96,53825.59,5.61
RET-891930,INV-947935,2025-03-22,1520.7569889988351,1543.86,1.52,86183.77,7.21
RET-312657,INV-994815,2023-06-07,1386.58,1395.46,0.64,35748.65,0.64
RET-277083,INV-994815,2023-07-07,1395.4599387237752,1438.36,3.07,172694.06,3.73
RET-547221,INV-994815,2023-08-06,1438.3570150625296,1439.25,0.06,3594.34,3.8
RET-125391,INV-994815,2023-09-05,1439.249846963838,1437.0,-0.16,-9039.15,3.64
RET-824815,INV-994815,2023-10-05,1437.0045276931755,1456.52,1.36,78575.34,5.04
RET-708475,INV-342525,2025-04-10,1264.96,1278.27,1.05,70447.1,1.05
RET-615489,INV-342525,2025-05-10,1278.2685645016002,1291.7,1.05,71101.94,2.11
RET-949756,INV-342525,2025-06-09,1291.7008381316623,1298.24,0.51,34587.96,2.63
RET-750293,INV-342525,2025-07-09,1298.2350479420943,1331.37,2.55,175390.5,5.25
RET-373965,INV-141155,2023-11-29,1020.8,1026.28,0.54,15264.84,0.54
RET-627841,INV-141155,2023-12-29,1026.2780099791628,1028.73,0.24,6843.05,0.78
RET-293310,INV-141155,2024-01-28,1028.733737464442,1032.67,0.38,10973.66,1.16
RET-680700,INV-141155,2024-02-27,1032.6717954512185,1038.38,0.55,15919.84,1.72
RET-596880,INV-141155,2024-03-28,1038.3848618244854,1041.55,0.3,8824.95,2.03
RET-550414,INV-019655,2024-07-08,1339.5,1374.32,2.6,132520.66,2.6
