investment_id,policy_id,investment_type,risk_level,investment_date,amount,fund_manager,initial_nav,units_purchased
INV-839884,POL-094648,Fixed Income Fund,Low-Medium,2024-04-17,4931182,PD Prabowo Wijayanti (Persero) Tbk,1297.89,4315.8648
INV-639952,POL-017662,Fixed Income Fund,Low-Medium,2024-10-03,2744206,UD Firgantoro Firgantoro,1179.57,2390.5247
INV-824355,POL-403816,Money Market Fund,Low,2025-05-14,5015853,Perum Padmasari,1369.18,4599.7988
INV-559046,POL-640885,Balanced Fund,Medium,2025-03-26,463092,PT Nasyidah (Persero) Tbk,1307.48,433.9241
INV-907236,POL-115079,Fixed Income Fund,Low-Medium,2024-11-09,3761966,UD Prasasta Waskita Tbk,1448.64,2757.9187
INV-530166,POL-546194,Sharia Fund,Medium,2025-05-22,4598492,UD Megantara (Persero) Tbk,1225.04,3129.7224
INV-657858,POL-511226,Balanced Fund,Medium,2023-08-17,3909240,PT Utama,1490.02,3147.604
INV-500699,POL-036064,Fixed Income Fund,Low-Medium,2025-06-24,743493,PD Melani Namaga,1390.39,505.5393
INV-512806,POL-863686,Balanced Fund,Medium,2025-04-23,9163807,CV Riyanti Tbk,1133.55,7817.1001
INV-548673,POL-662205,Equity Fund,High,2025-06-07,1316240,CV Prayoga Permadi,1241.51,1092.3498
INV-825092,POL-888876,Sharia Fund,Medium,2023-12-27,1977795,Perum Anggraini (Persero) Tbk,1482.6,1438.4278
INV-907774,POL-850516,Balanced Fund,Medium,2024-01-13,9696596,UD Yuniar Yuliarti,1221.34,8870.4406
INV-714590,POL-725607,Fixed Income Fund,Low-Medium,2024-05-04,1834818,PT Rahimah Budiyanto (Persero) Tbk,1149.55,1241.3258
INV-507616,POL-521194,Fixed Income Fund,Low-Medium,2025-01-18,2226973,CV Saptono Mustofa Tbk,1386.71,1728.257
INV-634233,POL-471114,Sharia Fund,Medium,2024-06-27,4124584,UD Wulandari Wulandari (Persero) Tbk,1474.73,2913.708
INV-983431,POL-035789,Fixed Income Fund,Low-Medium,2024-12-23,2141166,PD Agustina Tbk,1094.7,1843.246
INV-363418,POL-680838,Sharia Fund,Medium,2023-12-20,2815382,PT Situmorang,1148.76,2104.6326
INV-246892,POL-504978,Equity Fund,High,2025-07-06,1850901,Perum Yuliarti Maryati,1037.89,1270.3571
INV-716728,POL-804194,Sharia Fund,Medium,2024-07-24,1737554,Perum Pradana Kuswoyo,1229.41,1179.4757
INV-711525,POL-013197,Sharia Fund,Medium,2024-07-04,2276878,PD Usada Sinaga (Persero) Tbk,1002.16,1540.5428
INV-631309,POL-605789,Money Market Fund,Low,2023-05-30,2236290,Perum Firmansyah Suartini (Persero) Tbk,1274.41,1768.8822
INV-223717,POL-372415,Balanced Fund,Medium,2025-06-29,3922898,PD Santoso Palastri (Persero) Tbk,1151.33,3709.7234
INV-854226,POL-893618,Sharia Fund,Medium,2024-10-25,2919949,PD Megantara Hidayat,1227.17,2818.5786
INV-434518,POL-870471,Balanced Fund,Medium,2024-07-23,3150907,UD Widodo Farida,1283.07,2839.7445
INV-747645,POL-377933,Balanced Fund,Medium,2023-10-08,353181,PT Wasita,1288.79,318.8738
INV-757849,POL-618468,Equity Fund,High,2024-08-16,182784,Perum Nurdiyanti,1258.64,151.8239
INV-845492,POL-833370,Balanced Fund,Medium,2024-04-21,7553032,PT Prasetyo Permadi,1105.85,6132.1058
INV-171781,POL-554902,Equity Fund,High,2025-05-25,5041852,CV Ramadan Tbk,1386.39,3828.9151
INV-967106,POL-049329,Money Market Fund,Low,2024-09-07,4916871,PD Habibi (Persero) Tbk,1295.8,3388.0452
INV-237535,POL-242132,Equity Fund,High,2024-09-05,7907309,UD Damanik Halim (Persero) Tbk,1007.05,7265.3216
INV-267425,POL-124236,Sharia Fund,Medium,2023-12-08,5287574,Perum Wahyuni,1303.48,4744.3124
INV-951735,POL-147271,Equity Fund,High,2024-11-15,4931910,CV Laksmiwati (Persero) Tbk,1070.85,4300.4834
INV-817906,POL-193491,Sharia Fund,Medium,2024-01-15,6530372,PD Wijaya (Persero) Tbk,1317.16,5042.8084
INV-713476,POL-994993,Sharia Fund,Medium,2023-12-20,3956876,PD Permadi Pranowo (Persero) Tbk,1130.71,2981.7339
INV-866593,POL-581052,Sharia Fund,Medium,2024-12-08,1282841,Perum Haryanti Mardhiyah,1191.38,923.3563
INV-981654,POL-959022,Fixed Income Fund,Low-Medium,2025-05-16,9550208,Perum Mayasari Zulaika Tbk,1477.88,8745.884
INV-346049,POL-449543,Equity Fund,High,2023-10-24,1155464,CV Mangunsong,1238.82,834.3242
INV-527981,POL-998034,Equity Fund,High,2025-01-19,2026389,Perum Saptono (Persero) Tbk,1471.69,1838.5947
INV-575779,POL-986667,Sharia Fund,Medium,2025-03-27,5456094,PD Kusumo,1236.14,4088.0738
INV-081966,POL-654528,Sharia Fund,Medium,2025-04-05,895565,PD Mustofa Tbk,1167.7,607.2182
INV-039037,POL-482846,Sharia Fund,Medium,2024-05-23,1849337,Perum Wibisono (Persero) Tbk,1264.02,1493.4791
INV-976953,POL-720673,Money Market Fund,Low,2023-03-24,4050196,CV Narpati Melani (Persero) Tbk,1080.11,3064.2407
INV-060931,POL-128443,Equity Fund,High,2023-07-04,1715988,CV Kusumo Irawan Tbk,1046.54,1639.2845
INV-350209,POL-493993,Balanced Fund,Medium,2025-01-08,4503089,PT Hastuti Damanik Tbk,1345.2,4325.305
INV-454981,POL-614558,Money Market Fund,Low,2025-05-10,10672582,CV Manullang Suryono,1386.23,9021.1444
INV-425828,POL-221315,Fixed Income Fund,Low-Medium,2025-04-29,2890752,PT Utami (Persero) Tbk,1116.89,1950.8277
INV-743934,POL-953787,Fixed Income Fund,Low-Medium,2025-06-13,920686,UD Laksita Tbk,1194.62,725.992
INV-998599,POL-801969,Balanced Fund,Medium,2024-10-19,4989377,Perum Damanik Saragih (Persero) Tbk,1333.23,3665.5929
INV-240496,POL-509325,Money Market Fund,Low,2025-05-03,2190588,PT Kurniawan (Persero) Tbk,1022.94,1542.2417
INV-208779,POL-830655,Equity Fund,High,2025-06-15,4046283,CV Kuswoyo (Persero) Tbk,1022.83,3843.5492
INV-224205,POL-621751,Money Market Fund,Low,2025-03-08,6613514,CV Uwais Hidayanto,1478.83,5538.378
INV-991582,POL-232879,Equity Fund,High,2024-02-28,1647053,UD Kurniawan,1198.56,1581.2099
INV-941364,POL-792847,Money Market Fund,Low,2024-11-10,1927987,PT Mansur,1478.08,1532.5022
INV-833530,POL-275324,Money Market Fund,Low,2025-01-03,6442589,CV Pradipta,1474.95,5005.5556
INV-943071,POL-158988,Equity Fund,High,2024-02-26,2005501,UD Purwanti Usamah (Persero) Tbk,1002.46,1476.0476
INV-702907,POL-392491,Fixed Income Fund,Low-Medium,2025-01-23,2943811,Perum Hastuti,1112.06,2468.3116
INV-945297,POL-889824,Money Market Fund,Low,2025-02-10,10714308,CV Hutasoit,1076.96,7185.4593
INV-823119,POL-224686,Equity Fund,High,2025-06-18,4565356,UD Melani Winarsih,1419.59,3156.6359
INV-988626,POL-519973,Balanced Fund,Medium,2024-11-10,3183591,PT Lestari Mandasari,1122.91,2239.3914
INV-353422,POL-178776,Balanced Fund,Medium,2025-03-10,7556221,PT Megantara Widodo (Persero) Tbk,1010.81,6553.4008
INV-172352,POL-885793,Equity Fund,High,2025-02-10,2266513,PT Kuswandari Nababan (Persero) Tbk,1456.9,2152.6089
INV-743804,POL-741679,Fixed Income Fund,Low-Medium,2025-07-08,2959061,UD Santoso Pranowo (Persero) Tbk,1328.81,2248.7767
INV-613861,POL-890169,Fixed Income Fund,Low-Medium,2024-10-18,267859,Perum Situmorang,1210.5,258.0381
INV-133566,POL-385956,Sharia Fund,Medium,2023-11-12,3313468,CV Budiman,1187.33,2382.71
INV-316067,POL-328308,Balanced Fund,Medium,2025-04-11,8143943,CV Simbolon Tbk,1372.05,6918.6364
INV-075494,POL-018874,Balanced Fund,Medium,2025-01-11,4291998,PD Melani,1084.46,3393.7155
INV-174001,POL-762267,Money Market Fund,Low,2024-05-21,816741,UD Pranowo Melani Tbk,1094.23,644.1299
INV-652859,POL-996870,Fixed Income Fund,Low-Medium,2024-12-04,7517123,PT Siregar Tbk,1003.99,5449.5979
INV-883491,POL-900093,Balanced Fund,Medium,2024-09-17,2056701,PT Yuliarti (Persero) Tbk,1010.5,1421.636
INV-036568,POL-316900,Equity Fund,High,2024-12-05,3547046,PD Zulkarnain Pradipta,1424.29,2628.2112
INV-207387,POL-924836,Sharia Fund,Medium,2024-07-21,1105282,PD Sinaga,1418.6,873.773
INV-084267,POL-690944,Sharia Fund,Medium,2024-06-24,2827541,PT Zulaika (Persero) Tbk,1476.95,2006.3745
INV-223224,POL-989885,Equity Fund,High,2024-12-07,2244136,UD Nuraini Tbk,1022.03,1621.0444
INV-408124,POL-260499,Equity Fund,High,2025-04-25,10709159,CV Fujiati (Persero) Tbk,1319.36,8812.2606
INV-705668,POL-299342,Balanced Fund,Medium,2025-03-12,4251333,CV Suryono Tbk,1270.9,2841.6002
INV-254974,POL-282201,Balanced Fund,Medium,2024-04-25,465917,CV Mayasari Prasasta Tbk,1048.7,334.3876
INV-265817,POL-185796,Fixed Income Fund,Low-Medium,2024-07-17,952707,Perum Waskita Oktaviani Tbk,1141.54,726.317
INV-043237,POL-459847,Fixed Income Fund,Low-Medium,2024-11-21,3155279,Perum Damanik Kusmawati,1008.73,2853.7787
INV-713409,POL-731410,Money Market Fund,Low,2025-02-18,4018972,PT Nuraini (Persero) Tbk,1203.8,3564.484
INV-615179,POL-323960,Fixed Income Fund,Low-Medium,2025-04-18,2568905,CV Yuniar,1453.61,2257.4724
INV-064286,POL-845249,Equity Fund,High,2024-03-30,982171,CV Utami Maheswara Tbk,1068.63,749.6517
INV-576479,POL-479781,Balanced Fund,Medium,2025-05-17,1345224,UD Wahyudin Salahudin (Persero) Tbk,1161.86,1053.7489
INV-110193,POL-861774,Sharia Fund,Medium,2024-12-02,1449934,CV Budiyanto Natsir Tbk,1165.02,1126.1523
INV-272901,POL-574833,Sharia Fund,Medium,2024-12-22,2695624,PT Yuliarti (Persero) Tbk,1241.65,1950.4951
INV-336601,POL-626272,Balanced Fund,Medium,2025-06-06,7241427,CV Ardianto Halim,1414.98,5349.2911
INV-171918,POL-184933,Fixed Income Fund,Low-Medium,2022-11-21,8494817,PD Suartini,1186.26,8264.205
INV-187820,POL-665995,Equity Fund,High,2025-02-05,2139737,CV Adriansyah Mandasari (Persero) Tbk,1161.68,1460.7925
INV-281398,POL-507821,Fixed Income Fund,Low-Medium,2025-03-21,3157201,CV Jailani Usada,1498.32,2234.9545
INV-671581,POL-172167,Sharia Fund,Medium,2025-01-23,111676,Perum Nashiruddin (Persero) Tbk,1082.37,81.1334
INV-656509,POL-485319,Equity Fund,High,2025-01-28,2014576,Perum Mulyani,1067.6,1917.4995
INV-736530,POL-758970,Sharia Fund,Medium,2023-06-17,9135879,Perum Suryatmi Megantara,1496.37,7119.6031
INV-477104,POL-748332,Sharia Fund,Medium,2024-08-09,5222710,PD Wahyuni,1116.88,3868.6061
INV-057025,POL-175457,Equity Fund,High,2024-03-18,3268235,PT Nuraini (Persero) Tbk,1294.93,3089.1729
INV-257264,POL-877112,Money Market Fund,Low,2024-08-13,5026051,PD Pertiwi (Persero) Tbk,1059.51,3511.475
INV-732195,POL-219232,Balanced Fund,Medium,2023-07-07,6700401,Perum Waluyo Tbk,1199.56,6088.071
INV-744299,POL-548216,Money Market Fund,Low,2023-11-18,1357005,PD Pratama,1092.98,1255.5997
INV-081936,POL-713370,Equity Fund,High,2025-07-05,5510506,PT Prastuti Tbk,1190.57,4513.6656
INV-410008,POL-343861,Fixed Income Fund,Low-Medium,2025-05-04,1780110,UD Waluyo,1242.86,1312.7735
INV-005398,POL-630780,Money Market Fund,Low,2024-12-02,4461858,PD Pranowo (Persero) Tbk,1146.27,3246.3075
INV-774170,POL-505717,Fixed Income Fund,Low-Medium,2024-08-08,3565663,Perum Rajata (Persero) Tbk,1163.46,3481.7601
INV-666993,POL-590901,Money Market Fund,Low,2024-08-04,2895568,PD Hutapea,1022.88,2572.1969
INV-884987,POL-917963,Balanced Fund,Medium,2024-10-01,1973720,CV Farida (Persero) Tbk,1250.97,1404.9466
INV-604186,POL-638261,Sharia Fund,Medium,2024-08-04,4397269,PT Nashiruddin Winarno,1021.35,2933.1027
INV-393697,POL-667752,Equity Fund,High,2025-04-16,649795,UD Oktaviani Simbolon,1024.71,631.0553
INV-046544,POL-670756,Fixed Income Fund,Low-Medium,2025-04-29,6969594,PD Setiawan Halimah,1225.53,4961.6058
INV-785842,POL-887471,Balanced Fund,Medium,2024-06-29,3315273,UD Pratiwi Nuraini,1071.75,2776.8051
INV-583748,POL-855380,Money Market Fund,Low,2023-12-04,4053502,CV Pranowo (Persero) Tbk,1016.88,2995.8868
INV-775427,POL-364749,Balanced Fund,Medium,2024-12-29,3829329,CV Hutagalung Tbk,1083.64,3777.1004
INV-698150,POL-132239,Equity Fund,High,2025-07-04,8684567,UD Yuliarti (Persero) Tbk,1059.15,6297.7928
INV-354734,POL-578173,Money Market Fund,Low,2024-02-28,1287972,PD Purwanti Irawan (Persero) Tbk,1475.9,865.4703
INV-574612,POL-734501,Fixed Income Fund,Low-Medium,2024-12-10,7239887,Perum Mahendra,1438.79,6436.0458
INV-209344,POL-277107,Balanced Fund,Medium,2025-02-20,2242361,UD Sitompul,1023.34,2008.7636
INV-767351,POL-186556,Fixed Income Fund,Low-Medium,2024-08-13,6408468,PD Sitompul Hidayat (Persero) Tbk,1360.15,4278.4912
INV-737228,POL-695142,Fixed Income Fund,Low-Medium,2023-06-19,4627881,UD Tamba,1373.73,4616.7683
INV-531997,POL-124857,Sharia Fund,Medium,2025-06-13,4113180,UD Wibowo Pradipta,1465.42,3774.3823
INV-105554,POL-492438,Equity Fund,High,2025-04-20,2668120,CV Prasasta,1443.5,2174.0951
INV-712048,POL-160666,Equity Fund,High,2025-06-22,932992,PD Hidayanto Winarno (Persero) Tbk,1483.99,624.109
INV-016936,POL-366118,Balanced Fund,Medium,2025-04-15,2877719,UD Samosir,1080.39,2312.412
INV-967127,POL-011852,Equity Fund,High,2025-04-17,1144542,UD Irawan,1412.62,842.3018
INV-308708,POL-437770,Equity Fund,High,2025-06-24,7362455,PT Santoso Iswahyudi (Persero) Tbk,1488.25,5420.8526
INV-596435,POL-558269,Fixed Income Fund,Low-Medium,2025-02-03,1081335,PT Habibi Gunarto Tbk,1211.5,912.0279
INV-754344,POL-874487,Balanced Fund,Medium,2023-09-25,1236747,Perum Dongoran Hastuti,1200.28,1227.09
INV-046780,POL-869964,Fixed Income Fund,Low-Medium,2025-06-16,1105154,PT Simanjuntak Sihombing (Persero) Tbk,1384.98,994.2912
INV-750422,POL-340325,Sharia Fund,Medium,2025-03-04,2434446,PT Kuswoyo Kusumo,1351.68,1717.971
INV-708755,POL-550339,Money Market Fund,Low,2023-05-07,1060594,PT Sitorus (Persero) Tbk,1470.72,1042.9283
INV-214413,POL-164364,Fixed Income Fund,Low-Medium,2024-10-28,1112122,PD Adriansyah Lailasari Tbk,1393.18,792.923
INV-831098,POL-509547,Fixed Income Fund,Low-Medium,2025-01-23,3115453,UD Padmasari Sudiati,1330.72,2766.4641
INV-527674,POL-438566,Fixed Income Fund,Low-Medium,2025-07-06,2929858,PD Pratama,1074.73,2552.1669
INV-993513,POL-135388,Fixed Income Fund,Low-Medium,2024-04-17,4448414,CV Laksita Mangunsong,1002.01,3751.3277
INV-054487,POL-433778,Sharia Fund,Medium,2025-02-28,3835589,Perum Pudjiastuti,1387.18,3341.1908
INV-084400,POL-996025,Equity Fund,High,2025-06-07,373793,CV Wasita Dongoran (Persero) Tbk,1117.02,348.911
INV-884168,POL-044016,Equity Fund,High,2025-05-01,2047319,PT Wasita,1006.29,1950.4913
INV-982176,POL-467093,Fixed Income Fund,Low-Medium,2024-08-02,7185760,CV Halim Tbk,1368.33,4857.0967
INV-168284,POL-151389,Money Market Fund,Low,2025-04-27,3390598,UD Laksmiwati Wahyuni (Persero) Tbk,1416.32,3285.6174
INV-914126,POL-121856,Sharia Fund,Medium,2024-02-22,4724868,Perum Prasetya,1256.69,4207.1422
INV-302094,POL-849388,Money Market Fund,Low,2024-03-23,1379884,PT Sitompul Laksmiwati (Persero) Tbk,1108.31,1133.315
INV-363581,POL-103283,Money Market Fund,Low,2025-05-25,7307265,PT Maheswara Pranowo,1383.85,6451.0548
INV-222801,POL-384081,Balanced Fund,Medium,2024-12-25,4642418,PT Wasita Rahmawati,1338.49,3447.5059
INV-936148,POL-957769,Fixed Income Fund,Low-Medium,2025-03-17,2290522,Perum Rajata,1276.33,1569.7437
INV-295754,POL-145830,Fixed Income Fund,Low-Medium,2024-01-12,3241086,UD Budiyanto Fujiati,1465.2,2398.0391
INV-382474,POL-891847,Sharia Fund,Medium,2024-03-28,3232164,PT Yulianti Tbk,1353.66,2218.0433
INV-956436,POL-937677,Sharia Fund,Medium,2024-10-02,7592172,CV Maulana Pratiwi (Persero) Tbk,1215.7,5542.1484
INV-056681,POL-868300,Money Market Fund,Low,2024-11-11,3945854,PT Nababan Tbk,1317.2,2946.1229
INV-247974,POL-589650,Equity Fund,High,2025-01-29,6740339,PT Siregar Nasyiah,1061.74,5053.1639
INV-678771,POL-297925,Equity Fund,High,2025-05-19,605574,Perum Iswahyudi,1149.85,533.3639
INV-283237,POL-183729,Fixed Income Fund,Low-Medium,2024-07-25,4718555,PT Mangunsong Hutagalung Tbk,1201.85,3339.2354
INV-025276,POL-585409,Fixed Income Fund,Low-Medium,2025-02-18,4299724,PT Putra Siregar Tbk,1130.63,4008.3689
INV-195863,POL-485200,Equity Fund,High,2024-08-16,5125835,UD Rahayu Siregar,1497.13,4234.883
INV-354255,POL-699291,Balanced Fund,Medium,2024-11-25,491494,Perum Prasetya Agustina,1167.54,465.6347
INV-986019,POL-596226,Sharia Fund,Medium,2025-07-08,9320916,PD Prasasta Jailani,1231.21,8439.3046
INV-661661,POL-009161,Money Market Fund,Low,2024-04-05,2571319,UD Utami,1310.04,2301.9553
INV-201820,POL-925271,Equity Fund,High,2024-11-24,3053860,CV Hartati Manullang,1358.4,2296.4819
INV-140984,POL-636981,Equity Fund,High,2025-01-04,3209768,PD Namaga Sitorus Tbk,1404.37,2813.085
INV-475863,POL-967521,Equity Fund,High,2025-02-21,3421837,CV Dongoran Tbk,1264.19,2343.1045
INV-033947,POL-588890,Equity Fund,High,2025-05-28,7515353,UD Irawan (Persero) Tbk,1238.12,6531.778
INV-593411,POL-802698,Balanced Fund,Medium,2025-02-25,4324661,CV Samosir Putra Tbk,1281.15,3169.7631
INV-919959,POL-183769,Balanced Fund,Medium,2025-07-08,5939527,CV Yulianti,1101.23,4425.4128
INV-391601,POL-423351,Equity Fund,High,2024-06-04,4751019,PD Jailani Tbk,1152.95,4079.3381
INV-038667,POL-281659,Fixed Income Fund,Low-Medium,2025-06-03,1370010,CV Ardianto,1288.0,1261.6636
INV-680467,POL-909841,Balanced Fund,Medium,2025-05-09,610382,PT Farida Marpaung,1121.46,407.7517
INV-253403,POL-734186,Money Market Fund,Low,2025-04-23,1249095,PD Sitorus Mandasari,1142.77,847.6288
INV-381206,POL-369831,Money Market Fund,Low,2024-02-26,2008462,UD Utama Anggraini,1198.3,1621.1772
INV-160283,POL-456212,Money Market Fund,Low,2025-05-15,2516097,CV Hariyah Narpati Tbk,1078.39,2311.41
INV-280008,POL-578252,Money Market Fund,Low,2025-04-03,2404191,UD Thamrin Rajasa,1295.73,1921.9571
INV-995947,POL-206143,Balanced Fund,Medium,2025-05-02,3072168,CV Sihombing Tbk,1000.99,2581.9223
INV-025663,POL-021546,Equity Fund,High,2025-01-06,897606,PT Hardiansyah Tbk,1353.96,650.3442
INV-829454,POL-927446,Balanced Fund,Medium,2025-03-07,1609914,PT Widiastuti,1098.99,1334.2066
INV-963507,POL-061403,Fixed Income Fund,Low-Medium,2023-10-19,2315891,Perum Nasyidah Pangestu,1467.08,2149.2328
INV-956275,POL-852497,Equity Fund,High,2025-07-06,2271761,CV Hassanah Prabowo,1344.56,1536.2803
INV-507413,POL-034433,Balanced Fund,Medium,2024-08-04,359757,Perum Rahayu Wijaya Tbk,1432.19,244.681
INV-914690,POL-458684,Balanced Fund,Medium,2024-07-23,5361724,CV Budiyanto,1331.19,4974.9351
INV-870472,POL-056589,Equity Fund,High,2024-01-14,4846061,UD Sinaga (Persero) Tbk,1054.54,3541.3149
INV-245712,POL-724497,Sharia Fund,Medium,2025-03-11,6524537,Perum Sitompul Tbk,1452.81,6323.2699
INV-042241,POL-790115,Sharia Fund,Medium,2025-04-01,10210735,PD Ramadan,1270.29,8142.3407
INV-790673,POL-598522,Sharia Fund,Medium,2025-04-02,2293792,Perum Padmasari (Persero) Tbk,1064.27,1854.7653
INV-492529,POL-122237,Balanced Fund,Medium,2024-03-26,873200,PD Fujiati Narpati,1427.99,837.6786
INV-443492,POL-269033,Sharia Fund,Medium,2025-06-24,4967183,CV Anggraini Lestari Tbk,1275.86,3536.9121
INV-088464,POL-548060,Money Market Fund,Low,2025-07-07,421039,PT Sirait Tbk,1233.18,419.4626
INV-389648,POL-379051,Equity Fund,High,2025-06-12,3133242,CV Prasasta Maheswara,1225.91,2291.6463
INV-281553,POL-511361,Sharia Fund,Medium,2024-12-28,2338305,PD Halimah Gunarto,1229.3,1600.1231
INV-386841,POL-551496,Equity Fund,High,2024-04-20,1081693,PT Siregar,1110.13,739.2135
INV-198014,POL-125181,Sharia Fund,Medium,2025-05-13,1670165,UD Adriansyah (Persero) Tbk,1340.24,1423.0456
INV-686515,POL-149719,Fixed Income Fund,Low-Medium,2025-03-17,600705,CV Namaga Winarno,1186.04,571.7847
INV-910142,POL-420372,Equity Fund,High,2025-04-30,1195481,Perum Mangunsong Sinaga Tbk,1415.06,805.0874
INV-750353,POL-314401,Sharia Fund,Medium,2023-06-03,3425483,PD Wahyuni,1085.97,2671.1669
INV-836909,POL-471976,Fixed Income Fund,Low-Medium,2024-06-11,380249,CV Hutasoit Marbun,1291.12,279.8724
INV-929802,POL-974032,Sharia Fund,Medium,2024-11-20,2626309,PT Sitorus Prayoga,1053.19,1928.8639
INV-389684,POL-129281,Equity Fund,High,2025-06-10,2411801,CV Oktaviani Hidayanto,1363.23,2240.7462
INV-721644,POL-856819,Money Market Fund,Low,2023-10-10,5939324,PD Anggraini Purwanti Tbk,1041.24,4804.1669
INV-423301,POL-021307,Money Market Fund,Low,2025-06-26,9833736,UD Kuswandari Simanjuntak (Persero) Tbk,1358.01,9814.5841
INV-954132,POL-727403,Balanced Fund,Medium,2022-10-14,2500332,PT Rajasa Halimah,1054.34,2296.811
INV-825831,POL-259725,Equity Fund,High,2025-02-11,782287,PD Firmansyah Nasyidah Tbk,1370.31,573.5221
INV-084974,POL-579309,Equity Fund,High,2023-04-14,3780934,UD Kuswoyo Tbk,1141.35,2841.8154
INV-665396,POL-382253,Sharia Fund,Medium,2025-02-24,3267433,UD Megantara,1169.3,3079.3315
INV-191147,POL-648903,Equity Fund,High,2023-12-24,2825607,CV Latupono Tbk,1481.54,2188.741
INV-670696,POL-077217,Fixed Income Fund,Low-Medium,2025-05-14,1582773,Perum Prasasta Wacana Tbk,1273.66,1065.9994
INV-451243,POL-395571,Equity Fund,High,2025-06-26,5872003,PD Palastri Tbk,1236.6,4394.7403
INV-285241,POL-318151,Equity Fund,High,2025-06-09,6203170,PT Pradana Mulyani Tbk,1305.58,4412.1754
INV-616900,POL-122994,Balanced Fund,Medium,2025-06-13,275603,UD Astuti Puspita Tbk,1058.54,271.8146
INV-513041,POL-120340,Sharia Fund,Medium,2024-09-24,1661929,PD Hariyah,1466.22,1500.0528
INV-920758,POL-769849,Equity Fund,High,2023-11-23,2112314,UD Safitri,1006.89,1621.1709
INV-079958,POL-288414,Sharia Fund,Medium,2024-09-10,2087388,UD Mandala,1426.09,1617.0495
INV-891570,POL-247474,Sharia Fund,Medium,2024-10-12,2750093,Perum Haryanti Yuniar (Persero) Tbk,1320.53,2187.9422
INV-891383,POL-586096,Fixed Income Fund,Low-Medium,2025-03-01,3071587,PT Saputra,1117.85,2451.9125
INV-371517,POL-750467,Money Market Fund,Low,2025-06-21,2056496,UD Astuti Hardiansyah (Persero) Tbk,1250.12,1453.145
INV-542456,POL-718191,Sharia Fund,Medium,2023-09-05,2699420,Perum Gunawan Putra,1132.34,1839.7973
INV-273763,POL-724820,Equity Fund,High,2025-04-09,1338040,PT Sinaga (Persero) Tbk,1094.05,1333.7314
INV-110995,POL-911711,Fixed Income Fund,Low-Medium,2025-04-28,1145350,PT Nuraini Mayasari,1149.44,801.3884
INV-706944,POL-997129,Fixed Income Fund,Low-Medium,2024-09-18,330777,Perum Melani Andriani,1328.88,295.7338
INV-714868,POL-192820,Fixed Income Fund,Low-Medium,2024-11-28,2587681,PT Salahudin,1497.72,1809.4444
INV-349395,POL-190448,Money Market Fund,Low,2024-04-13,1883909,UD Rajata,1296.73,1761.9153
INV-769184,POL-225042,Money Market Fund,Low,2024-10-06,4309134,CV Marpaung (Persero) Tbk,1381.42,3063.4179
INV-119075,POL-043040,Balanced Fund,Medium,2025-03-02,109408,Perum Saragih Najmudin,1222.04,84.0677
INV-028390,POL-872526,Balanced Fund,Medium,2025-05-12,3380726,CV Najmudin Januar,1262.31,2808.6756
INV-229887,POL-973854,Equity Fund,High,2023-05-02,1423925,PD Lailasari,1331.79,1260.9863
INV-558382,POL-424933,Fixed Income Fund,Low-Medium,2025-05-03,487169,PT Pradana Latupono,1241.79,368.6467
INV-875846,POL-657770,Fixed Income Fund,Low-Medium,2025-07-04,205397,UD Agustina,1192.79,152.6848
INV-413404,POL-560515,Money Market Fund,Low,2025-06-22,1332993,PD Usamah,1060.62,896.0896
INV-627681,POL-291601,Money Market Fund,Low,2024-01-21,1120988,CV Wibowo,1499.3,1072.9498
INV-519041,POL-381499,Fixed Income Fund,Low-Medium,2024-02-18,3530146,CV Usamah,1217.8,2908.5347
INV-471653,POL-548866,Fixed Income Fund,Low-Medium,2024-08-29,4862889,PD Januar,1017.66,3268.0554
INV-385840,POL-386090,Balanced Fund,Medium,2024-08-11,1972138,Perum Mandasari Nababan Tbk,1018.81,1853.4981
INV-683930,POL-097495,Equity Fund,High,2024-02-29,3721148,Perum Uyainah Maheswara Tbk,1476.69,3141.9525
INV-797530,POL-734835,Fixed Income Fund,Low-Medium,2025-02-05,3785032,UD Kusumo (Persero) Tbk,1036.36,3597.6272
INV-076658,POL-082831,Equity Fund,High,2024-11-25,4971471,PT Irawan Budiyanto (Persero) Tbk,1493.84,4018.3422
INV-299404,POL-914990,Fixed Income Fund,Low-Medium,2024-08-03,88173,Perum Lestari Tbk,1476.6,81.4428
INV-737912,POL-932010,Fixed Income Fund,Low-Medium,2025-05-22,12426943,PT Lazuardi Novitasari (Persero) Tbk,1279.69,11554.2878
INV-493853,POL-138777,Sharia Fund,Medium,2025-06-11,3935027,PT Hariyah Novitasari (Persero) Tbk,1003.74,2665.5833
INV-467123,POL-022670,Money Market Fund,Low,2025-07-08,3133537,Perum Firgantoro,1311.34,2986.9942
INV-817378,POL-990735,Balanced Fund,Medium,2024-07-15,2199777,PT Saragih Tbk,1294.54,1529.3916
INV-722980,POL-554625,Fixed Income Fund,Low-Medium,2024-08-13,2086904,UD Marbun Tbk,1493.4,1436.906
INV-374826,POL-181879,Fixed Income Fund,Low-Medium,2025-06-13,2887724,PT Hidayanto Rahmawati (Persero) Tbk,1481.78,2010.5451
INV-852510,POL-149287,Fixed Income Fund,Low-Medium,2025-05-27,4484444,PT Rahmawati,1036.67,3306.9584
